,year,race_num,race_name,location,start_date,driver,price,points,constructor,country_code,meeting_key_x,month,start_epoch,meeting_key_y,price_change_prev_race,price_rank,points_last_three_avg,points_last_five_avg,ppm_last_3,ppm_last_5
1363,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,NOR,31.0,36.0,MCL,AUT,1264,6,1751202000,1264,-0.1,1.0,23.67,31.4,0.76,1.01
1362,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,VER,29.2,-15.0,RBR,AUT,1264,6,1751202000,1264,-0.1,2.0,21.33,26.6,0.73,0.91
1364,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,PIA,25.2,39.0,MCL,AUT,1264,6,1751202000,1264,0.3,3.0,30.0,35.8,1.19,1.42
1366,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,LEC,24.3,25.0,FER,AUT,1264,6,1751202000,1264,0.1,4.0,27.0,19.4,1.11,0.8
1367,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,HAM,23.6,22.0,FER,AUT,1264,6,1751202000,1264,-0.1,5.0,16.0,21.0,0.68,0.89
1365,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,RUS,22.0,22.0,MER,AUT,1264,6,1751202000,1264,0.1,6.0,23.67,23.2,1.08,1.05
1368,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,ANT,18.3,-18.0,MER,AUT,1264,6,1751202000,1264,-0.3,7.0,7.0,2.6,0.38,0.14
1371,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,TSU,13.2,6.0,RBR,AUT,1264,6,1751202000,1264,,8.0,11.67,8.2,0.88,0.62
1370,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,ALB,12.4,-19.0,WIL,AUT,1264,6,1751202000,1264,-0.6,9.0,-10.0,1.4,-0.81,0.11
1375,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,STR,8.5,9.0,AMR,AUT,1264,6,1751202000,1264,-0.6,10.0,-4.33,2.0,-0.51,0.24
1376,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,SAI,8.3,-20.0,WIL,AUT,1264,6,1751202000,1264,-0.2,11.0,7.33,6.8,0.88,0.82
1373,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,OCO,7.7,20.0,HAS,AUT,1264,6,1751202000,1264,0.2,12.0,7.67,2.4,1.0,0.31
1374,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,HUL,7.2,20.0,STK,AUT,1264,6,1751202000,1264,0.6,13.0,15.0,12.6,2.08,1.75
1369,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,BEA,6.7,14.0,HAS,AUT,1264,6,1751202000,1264,-0.2,14.0,5.0,3.0,0.75,0.45
1377,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,HAD,6.7,6.0,RB,AUT,1264,6,1751202000,1264,0.6,14.0,9.67,7.0,1.44,1.04
1380,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,GAS,5.8,2.0,ALP,AUT,1264,6,1751202000,1264,-0.6,15.0,-1.33,3.4,-0.23,0.59
1381,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,ALO,5.1,12.0,AMR,AUT,1264,6,1751202000,1264,0.6,16.0,6.67,2.2,1.31,0.43
1379,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,LAW,4.8,13.0,RB,AUT,1264,6,1751202000,1264,,17.0,-9.0,-1.8,-1.88,-0.38
1383,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,COL,4.7,5.0,ALP,AUT,1264,6,1751202000,1264,0.2,18.0,4.33,3.25,0.92,0.69
1382,2025,11,Austrian Grand Prix,Spielberg,2025-06-29 13:00:00+00:00,BOR,4.5,25.0,STK,AUT,1264,6,1751202000,1264,0.0,19.0,4.0,-0.2,0.89,-0.04
1386,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,NOR,30.9,37.0,MCL,GBR,1277,7,1751810400,1277,-0.1,1.0,20.67,27.6,0.67,0.89
1385,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,VER,28.9,21.0,RBR,GBR,1277,7,1751810400,1277,-0.3,2.0,10.33,21.2,0.36,0.73
1387,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,PIA,25.5,38.0,MCL,GBR,1277,7,1751810400,1277,0.3,3.0,35.33,32.0,1.39,1.25
1389,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,LEC,24.4,2.0,FER,GBR,1277,7,1751810400,1277,0.1,4.0,23.0,26.0,0.94,1.07
1390,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,HAM,23.5,24.0,FER,GBR,1277,7,1751810400,1277,-0.1,5.0,17.0,19.0,0.72,0.81
1388,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,RUS,22.3,8.0,MER,GBR,1277,7,1751810400,1277,0.3,6.0,30.0,21.6,1.35,0.97
1391,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,ANT,17.7,-16.0,MER,GBR,1277,7,1751810400,1277,-0.6,7.0,1.67,-3.2,0.09,-0.18
1394,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,TSU,13.0,0.0,RBR,GBR,1277,7,1751810400,1277,,8.0,8.0,9.4,0.62,0.72
1393,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,ALB,11.8,12.0,WIL,GBR,1277,7,1751810400,1277,-0.6,9.0,-17.67,-6.2,-1.5,-0.53
1396,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,OCO,8.3,4.0,HAS,GBR,1277,7,1751810400,1277,0.6,10.0,11.0,5.0,1.33,0.6
1398,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,STR,7.9,22.0,AMR,GBR,1277,7,1751810400,1277,-0.6,11.0,-3.0,-1.2,-0.38,-0.15
1397,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,HUL,7.8,45.0,STK,GBR,1277,7,1751810400,1277,0.6,12.0,22.33,14.8,2.86,1.9
1399,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,SAI,7.7,-1.0,WIL,GBR,1277,7,1751810400,1277,-0.6,13.0,0.0,2.8,0.0,0.36
1392,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,BEA,6.9,14.0,HAS,GBR,1277,7,1751810400,1277,0.2,14.0,7.0,6.6,1.01,0.96
1400,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,HAD,6.9,-20.0,RB,GBR,1277,7,1751810400,1277,0.2,14.0,7.67,8.2,1.11,1.19
1403,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,GAS,6.0,15.0,ALP,GBR,1277,7,1751810400,1277,0.2,15.0,6.0,0.2,1.0,0.03
1404,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,ALO,5.7,4.0,AMR,GBR,1277,7,1751810400,1277,0.6,16.0,16.0,7.2,2.81,1.26
1405,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,BOR,5.1,-20.0,STK,GBR,1277,7,1751810400,1277,0.6,17.0,11.33,7.0,2.22,1.37
1406,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,COL,4.9,-20.0,ALP,GBR,1277,7,1751810400,1277,0.2,18.0,4.33,3.6,0.88,0.73
1402,2025,12,British Grand Prix,Silverstone,2025-07-06 14:00:00+00:00,LAW,4.5,-18.0,RB,GBR,1277,7,1751810400,1277,,19.0,2.67,-6.4,0.59,-1.42
1409,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,NOR,30.8,39.0,MCL,BEL,1265,7,1753621200,1265,-0.1,1.0,23.67,28.8,0.77,0.94
1408,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,VER,28.6,30.0,RBR,BEL,1265,7,1753621200,1265,-0.3,2.0,11.67,14.0,0.41,0.49
1410,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,PIA,25.8,42.0,MCL,BEL,1265,7,1753621200,1265,0.3,3.0,33.0,33.4,1.28,1.29
1412,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,LEC,24.1,30.0,FER,BEL,1265,7,1753621200,1265,-0.3,4.0,14.67,21.6,0.61,0.9
1413,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,HAM,23.4,40.0,FER,BEL,1265,7,1753621200,1265,-0.1,5.0,20.33,18.8,0.87,0.8
1411,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,RUS,22.4,19.0,MER,BEL,1265,7,1753621200,1265,0.1,6.0,25.67,20.2,1.15,0.9
1414,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,ANT,17.1,21.0,MER,BEL,1265,7,1753621200,1265,-0.6,7.0,0.33,-2.6,0.02,-0.15
1417,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,TSU,12.4,0.0,RBR,BEL,1265,7,1753621200,1265,,8.0,2.0,4.8,0.16,0.39
1416,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,ALB,11.2,14.0,WIL,BEL,1265,7,1753621200,1265,-0.6,9.0,-7.67,-7.4,-0.68,-0.66
1419,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,OCO,8.9,3.0,HAS,BEL,1265,7,1753621200,1265,0.6,10.0,11.33,9.4,1.27,1.06
1421,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,STR,8.5,9.0,AMR,BEL,1265,7,1753621200,1265,0.6,11.0,11.0,3.6,1.29,0.42
1420,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,HUL,8.4,7.0,STK,BEL,1265,7,1753621200,1265,0.6,12.0,26.67,22.0,3.18,2.62
1415,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,BEA,7.5,7.0,HAS,BEL,1265,7,1753621200,1265,0.6,13.0,11.67,8.6,1.56,1.15
1422,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,SAI,7.1,6.0,WIL,BEL,1265,7,1753621200,1265,-0.6,14.0,-2.67,0.2,-0.38,0.03
1426,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,GAS,6.6,-14.0,ALP,BEL,1265,7,1753621200,1265,0.6,15.0,7.67,2.6,1.16,0.39
1427,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,ALO,6.3,7.0,AMR,BEL,1265,7,1753621200,1265,0.6,16.0,12.67,7.2,2.01,1.14
1423,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,HAD,6.3,-7.0,RB,BEL,1265,7,1753621200,1265,-0.6,16.0,-4.33,3.0,-0.69,0.48
1428,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,BOR,4.9,7.0,STK,BEL,1265,7,1753621200,1265,-0.2,17.0,3.33,3.4,0.68,0.69
1429,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,COL,4.5,-2.0,ALP,BEL,1265,7,1753621200,1265,-0.4,18.0,-4.33,-0.4,-0.96,-0.09
1425,2025,13,Belgian Grand Prix,Spa-Francorchamps,2025-07-27 13:00:00+00:00,LAW,4.5,9.0,RB,BEL,1265,7,1753621200,1265,,18.0,-9.0,-0.2,-2.0,-0.04
1432,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,NOR,31.1,36.0,MCL,HUN,1266,8,1754226000,1266,0.3,1.0,37.33,27.6,1.2,0.89
1431,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,VER,28.3,11.0,RBR,HUN,1266,8,1754226000,1266,-0.3,2.0,12.0,16.4,0.42,0.58
1433,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,PIA,26.1,29.0,MCL,HUN,1266,8,1754226000,1266,0.3,3.0,39.67,37.2,1.52,1.43
1435,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,LEC,24.0,20.0,FER,HUN,1266,8,1754226000,1266,-0.1,4.0,19.0,20.2,0.79,0.84
1436,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,HAM,23.7,4.0,FER,HUN,1266,8,1754226000,1266,0.3,5.0,28.67,23.0,1.21,0.97
1434,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,RUS,22.3,37.0,MER,HUN,1266,8,1754226000,1266,-0.1,6.0,16.33,23.4,0.73,1.05
1437,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,ANT,16.5,10.0,MER,HUN,1266,8,1754226000,1266,-0.6,7.0,-4.33,2.0,-0.26,0.12
1440,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,TSU,11.8,3.0,RBR,HUN,1266,8,1754226000,1266,,8.0,0.0,1.2,0.0,0.1
1439,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,ALB,10.6,12.0,WIL,HUN,1266,8,1754226000,1266,-0.6,9.0,2.33,-5.4,0.22,-0.51
1442,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,OCO,9.1,6.0,HAS,HUN,1266,8,1754226000,1266,0.2,10.0,9.0,8.0,0.99,0.88
1444,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,STR,9.1,13.0,AMR,HUN,1266,8,1754226000,1266,0.6,10.0,13.33,4.4,1.46,0.48
1443,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,HUL,9.0,14.0,STK,HUN,1266,8,1754226000,1266,0.6,11.0,24.0,23.8,2.67,2.64
1438,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,BEA,8.1,-18.0,HAS,HUN,1266,8,1754226000,1266,0.6,12.0,11.67,8.4,1.44,1.04
1450,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,ALO,6.9,17.0,AMR,HUN,1266,8,1754226000,1266,0.6,13.0,7.67,11.8,1.11,1.71
1445,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,SAI,6.5,6.0,WIL,HUN,1266,8,1754226000,1266,-0.6,14.0,-5.0,1.0,-0.77,0.15
1449,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,GAS,6.0,0.0,ALP,HUN,1266,8,1754226000,1266,-0.6,15.0,1.0,3.8,0.17,0.63
1446,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,HAD,5.7,4.0,RB,HUN,1266,8,1754226000,1266,-0.6,16.0,-7.0,-0.8,-1.23,-0.14
1451,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,BOR,4.7,24.0,STK,HUN,1266,8,1754226000,1266,-0.2,17.0,4.0,4.2,0.85,0.89
1452,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,COL,4.5,-4.0,ALP,HUN,1266,8,1754226000,1266,0.0,18.0,-5.67,-1.8,-1.26,-0.4
1448,2025,14,Hungarian Grand Prix,Budapest,2025-08-03 13:00:00+00:00,LAW,4.5,10.0,RB,HUN,1266,8,1754226000,1266,,18.0,9.33,-1.6,2.07,-0.36
1455,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,NOR,31.4,-5.0,MCL,NED,1267,8,1756645200,1267,0.3,1.0,37.33,29.2,1.19,0.93
1454,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,VER,28.2,29.0,RBR,NED,1267,8,1756645200,1267,-0.1,2.0,20.67,15.2,0.73,0.54
1456,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,PIA,26.4,45.0,MCL,NED,1267,8,1756645200,1267,0.3,3.0,36.33,34.0,1.38,1.29
1458,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,LEC,23.9,-13.0,FER,NED,1267,8,1756645200,1267,-0.1,4.0,17.33,18.8,0.73,0.79
1459,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,HAM,23.8,-16.0,FER,NED,1267,8,1756645200,1267,0.1,5.0,22.67,21.0,0.95,0.88
1457,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,RUS,22.4,19.0,MER,NED,1267,8,1756645200,1267,0.1,6.0,21.33,26.6,0.95,1.19
1460,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,ANT,15.9,1.0,MER,NED,1267,8,1756645200,1267,-0.6,7.0,5.0,6.4,0.31,0.4
1462,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,ALB,11.2,27.0,WIL,NED,1267,8,1756645200,1267,0.6,8.0,12.67,0.6,1.13,0.05
1463,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,TSU,11.2,11.0,RBR,NED,1267,8,1756645200,1267,,8.0,2.0,1.2,0.18,0.11
1467,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,STR,9.7,21.0,AMR,NED,1267,8,1756645200,1267,0.6,9.0,14.67,11.0,1.51,1.13
1466,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,HUL,9.6,8.0,STK,NED,1267,8,1756645200,1267,0.6,10.0,22.0,20.2,2.29,2.1
1465,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,OCO,8.5,15.0,HAS,NED,1267,8,1756645200,1267,-0.6,11.0,4.33,8.6,0.51,1.01
1473,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,ALO,7.5,13.0,AMR,NED,1267,8,1756645200,1267,0.6,12.0,9.33,12.4,1.24,1.65
1461,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,BEA,7.5,27.0,HAS,NED,1267,8,1756645200,1267,-0.6,12.0,1.0,4.8,0.13,0.64
1468,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,SAI,5.9,1.0,WIL,NED,1267,8,1756645200,1267,-0.6,13.0,3.67,0.8,0.62,0.14
1472,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,GAS,5.4,0.0,ALP,NED,1267,8,1756645200,1267,-0.6,14.0,0.33,1.8,0.06,0.33
1469,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,HAD,5.1,33.0,RB,NED,1267,8,1756645200,1267,-0.6,15.0,-7.67,-3.2,-1.5,-0.63
1474,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,BOR,4.5,0.0,STK,NED,1267,8,1756645200,1267,-0.2,16.0,3.67,8.2,0.82,1.82
1475,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,COL,4.5,11.0,ALP,NED,1267,8,1756645200,1267,0.0,16.0,-8.67,-3.8,-1.93,-0.84
1471,2025,15,Dutch Grand Prix,Zandvoort,2025-08-31 13:00:00+00:00,LAW,4.5,0.0,RB,NED,1267,8,1756645200,1267,,16.0,6.67,7.6,1.48,1.69
1478,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,NOR,31.3,37.0,MCL,ITA,1268,9,1757250000,1268,-0.1,1.0,23.33,28.6,0.75,0.91
1477,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,VER,28.1,46.0,RBR,ITA,1268,9,1757250000,1268,-0.1,2.0,23.33,15.2,0.83,0.54
1479,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,PIA,26.7,25.0,MCL,ITA,1268,9,1757250000,1268,0.3,3.0,38.67,38.6,1.45,1.45
1481,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,LEC,23.6,21.0,FER,ITA,1268,9,1757250000,1268,-0.3,4.0,12.33,12.8,0.52,0.54
1482,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,HAM,23.5,26.0,FER,ITA,1268,9,1757250000,1268,-0.3,5.0,9.33,14.8,0.4,0.63
1480,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,RUS,22.5,19.0,MER,ITA,1268,9,1757250000,1268,0.1,6.0,25.0,21.0,1.11,0.93
1483,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,ANT,15.7,6.0,MER,ITA,1268,9,1757250000,1268,-0.2,7.0,10.67,-0.4,0.68,-0.03
1485,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,ALB,11.8,15.0,WIL,ITA,1268,9,1757250000,1268,0.6,8.0,17.67,9.2,1.5,0.78
1486,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,TSU,10.6,0.0,RBR,ITA,1268,9,1757250000,1268,,9.0,8.33,5.6,0.79,0.53
1490,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,STR,10.3,-1.0,AMR,ITA,1268,9,1757250000,1268,0.6,10.0,14.33,14.8,1.39,1.44
1489,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,HUL,9.8,-20.0,STK,ITA,1268,9,1757250000,1268,0.2,11.0,9.67,18.8,0.99,1.92
1488,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,OCO,8.7,1.0,HAS,ITA,1268,9,1757250000,1268,0.2,12.0,8.0,9.6,0.92,1.1
1496,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,ALO,8.1,-15.0,AMR,ITA,1268,9,1757250000,1268,0.6,13.0,12.33,10.6,1.52,1.31
1484,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,BEA,7.3,3.0,HAS,ITA,1268,9,1757250000,1268,-0.2,14.0,5.33,8.8,0.73,1.21
1492,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,HAD,5.7,12.0,RB,ITA,1268,9,1757250000,1268,0.6,15.0,10.0,3.2,1.75,0.56
1491,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,SAI,5.7,3.0,WIL,ITA,1268,9,1757250000,1268,-0.2,15.0,4.33,-1.6,0.76,-0.28
1497,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,BOR,5.1,13.0,STK,ITA,1268,9,1757250000,1268,0.6,16.0,10.33,7.2,2.03,1.41
1494,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,LAW,5.1,6.0,RB,ITA,1268,9,1757250000,1268,,16.0,2.0,5.2,0.39,1.02
1495,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,GAS,4.8,5.0,ALP,ITA,1268,9,1757250000,1268,-0.6,17.0,-4.67,0.6,-0.97,0.12
1498,2025,16,Italian Grand Prix,Monza,2025-09-07 13:00:00+00:00,COL,4.5,0.0,ALP,ITA,1268,9,1757250000,1268,0.0,18.0,1.67,-2.0,0.37,-0.44
1501,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,NOR,31.2,12.0,MCL,AZE,1269,9,1758452400,1269,-0.1,1.0,22.67,28.8,0.73,0.92
1500,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,VER,28.2,45.0,RBR,AZE,1269,9,1758452400,1269,0.1,2.0,28.67,27.4,1.02,0.97
1502,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,PIA,27.0,-16.0,MCL,AZE,1269,9,1758452400,1269,0.3,3.0,33.0,35.8,1.22,1.33
1504,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,LEC,23.3,6.0,FER,AZE,1269,9,1758452400,1269,-0.3,4.0,9.33,12.0,0.4,0.52
1505,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,HAM,23.2,12.0,FER,AZE,1269,9,1758452400,1269,-0.3,5.0,4.67,15.6,0.2,0.67
1503,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,RUS,22.6,30.0,MER,AZE,1269,9,1758452400,1269,0.1,6.0,25.0,20.4,1.11,0.9
1506,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,ANT,15.1,22.0,MER,AZE,1269,9,1758452400,1269,-0.6,7.0,5.67,4.4,0.38,0.29
1508,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,ALB,12.4,13.0,WIL,AZE,1269,9,1758452400,1269,0.6,8.0,18.0,16.0,1.45,1.29
1513,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,STR,10.5,-2.0,AMR,AZE,1269,9,1758452400,1269,0.2,9.0,11.0,12.8,1.05,1.22
1509,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,TSU,10.0,15.0,RBR,AZE,1269,9,1758452400,1269,,10.0,3.67,5.0,0.37,0.5
1512,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,HUL,9.2,4.0,STK,AZE,1269,9,1758452400,1269,-0.6,11.0,0.67,10.8,0.07,1.17
1511,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,OCO,8.5,6.0,HAS,AZE,1269,9,1758452400,1269,-0.2,12.0,7.33,5.8,0.86,0.68
1519,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,ALO,7.9,-3.0,AMR,AZE,1269,9,1758452400,1269,-0.2,13.0,5.0,5.2,0.63,0.66
1507,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,BEA,6.7,6.0,HAS,AZE,1269,9,1758452400,1269,-0.6,14.0,4.0,6.6,0.6,0.99
1515,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,HAD,6.3,4.0,RB,AZE,1269,9,1758452400,1269,0.6,15.0,16.33,4.4,2.59,0.7
1520,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,BOR,5.7,7.0,STK,AZE,1269,9,1758452400,1269,0.6,16.0,12.33,4.8,2.16,0.84
1517,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,LAW,5.3,17.0,RB,AZE,1269,9,1758452400,1269,,17.0,9.67,5.8,1.82,1.09
1514,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,SAI,5.1,33.0,WIL,AZE,1269,9,1758452400,1269,-0.6,18.0,3.33,3.0,0.65,0.59
1521,2025,17,Azerbaijan Grand Prix,Baku,2025-09-21 11:00:00+00:00,COL,4.5,1.0,ALP,AZE,1269,9,1758452400,1269,0.0,19.0,2.33,-3.0,0.52,-0.67
